x	AcX	AcY	AcZ
789.00	2016	3120	-496
790.00	-32768	-23440	784
791.00	11016	20396	17044
792.00	-24400	-27512	-7888
793.00	-32768	7948	15440
794.00	8204	17752	8692
795.00	-30032	-20520	-9368
796.00	-10668	16780	18360
797.00	-5672	-2772	-2368
798.00	-32768	-21584	2248
799.00	11100	21936	15872
800.00	-21068	-18628	-9916
801.00	-28452	9300	16128
802.00	192	15048	3572
803.00	-32768	-26192	-3828
804.00	9812	22392	19076
805.00	-29572	-17372	-9228
806.00	-11856	17772	17892
807.00	4140	20380	9860
808.00	-32768	-20528	-8300
809.00	44	17712	19144
810.00	-948	-8108	-4380
811.00	-32768	-25780	-516
812.00	2824	21076	16416
813.00	-22304	-17496	-8628
814.00	-25812	7028	14536
815.00	9812	15796	2656
816.00	-32768	-27428	-5840
817.00	-2044	23740	18676
818.00	-9488	-18100	-4808
819.00	-32768	-21656	2360
820.00	6444	22964	17240
821.00	-30500	-26592	-7348
822.00	-29508	11780	17524
823.00	13240	14448	4916
824.00	-32768	-25872	-3952
825.00	-22392	17744	18732
826.00	2652	4084	3320
827.00	-32768	-25680	-5116
828.00	-21216	16828	17784
829.00	444	5812	-3068
830.00	-32768	-24088	20
831.00	12672	20684	18152
832.00	-20960	-25352	-11228
833.00	-32768	6892	14240
834.00	5032	17980	4092
835.00	-29564	-18844	-8080
836.00	-7988	20096	16848
837.00	-3524	-5108	-1840
838.00	-32768	-22460	1128
839.00	6348	23228	15824
840.00	-19808	-20712	-9852
841.00	-27028	10884	14516
842.00	2724	14812	2284
843.00	-32768	-23800	-5384
844.00	3868	24968	11636
845.00	-32648	-19668	-9352
846.00	-12232	17316	18636
847.00	5448	3660	-2584
848.00	-32768	-25280	-1024
849.00	-4844	20724	21668
850.00	1148	-12588	-3472
851.00	-32768	-26320	-568
852.00	2252	23160	17540
853.00	-24960	-22168	-9860
854.00	-27856	7184	14572
855.00	14200	16712	6796
856.00	-32768	-25004	-6364
857.00	-3168	20596	18748
858.00	-11828	-13128	-7472
859.00	-32768	-9160	7424
860.00	13892	21632	12344
861.00	-32768	-24760	-8912
862.00	-17940	19948	18932
863.00	-20896	-20676	-9024
864.00	-32768	864	10676
865.00	12596	21612	7084
866.00	-32768	-22776	-6664
867.00	-4184	19764	18948
868.00	-9808	-13508	-3012
869.00	-32768	-15344	5208
870.00	11276	22192	18552
871.00	-15340	-23668	-8464
872.00	-32768	-2512	11200
873.00	8604	21668	16976
874.00	-23980	-21528	-8864
875.00	-18328	15728	16068
876.00	576	6992	1212
877.00	-32768	-25588	-2516
878.00	5764	20108	18696
879.00	-14280	-18792	-8512
880.00	-32768	3948	11624
881.00	4324	18528	8244
882.00	-32768	-17388	-8756
883.00	2944	24204	13684
884.00	-27224	-19484	-8916
885.00	-22416	12800	16604
886.00	7664	11104	120
887.00	-32768	-25772	-4676
888.00	2044	22620	16636
889.00	-392	-6496	-4440
890.00	-32768	-15228	4424
891.00	-316	21060	18556
892.00	-18648	-17548	-8648
893.00	-32768	-1568	11384
894.00	14668	19424	11324
895.00	-32768	-22824	-7672
896.00	-11236	20792	19020
897.00	-4808	-6964	-3316
898.00	-32768	-19108	3352
899.00	13080	24728	15056
900.00	-23092	-25152	-9188
901.00	-32768	3572	11840
902.00	-13548	-16340	-5412
903.00	-32768	-9908	7124
904.00	13444	24420	12284
905.00	-27308	-22456	-8784
906.00	-15908	16652	18824
907.00	-3136	2392	560
908.00	-32768	-22728	928
909.00	10084	20572	19228
910.00	-13964	-20372	-8580
911.00	-32768	-4352	10176
912.00	7804	24940	17476
913.00	-16588	-26360	-7852
914.00	-29048	8808	14412
915.00	3676	16604	6048
916.00	-32768	-23280	-7244
917.00	-2048	21028	19208
918.00	1056	-9112	-3688
919.00	-32768	-21172	3056
920.00	2912	22732	16140
921.00	-29620	-18280	-9412
922.00	2744	20856	16036
923.00	-4640	-14068	-5216
924.00	-32768	-10860	7700
925.00	6788	19936	14228
926.00	-32768	-17844	-8540
927.00	-17388	15896	19572
928.00	7776	3572	-2004
929.00	-32768	-23076	-584
930.00	6300	24156	17732
931.00	-15880	-17096	-9104
932.00	-32768	-4784	9596
933.00	7368	21968	13944
934.00	-28620	-21888	-10020
935.00	-32768	9508	13184
936.00	10148	15368	5440
937.00	-32768	-23372	-5128
938.00	-9508	16772	19152
939.00	-6972	-3460	-2820
940.00	-32768	-19804	4912
941.00	1776	11644	-1796
942.00	-32768	-24824	-2084
943.00	12064	23212	18344
944.00	-17016	-25440	-9672
945.00	-32768	-12040	7352
946.00	8092	20504	15608
947.00	-27056	-20960	-8344
948.00	-12880	17572	17128
949.00	-2064	-160	524
950.00	-32768	-25972	200
951.00	8756	21708	19056
952.00	-6852	-22148	-6604
953.00	-32768	-7460	10560
954.00	1968	17032	20868
955.00	-8804	-14224	-6808
956.00	-32768	-3868	8552
957.00	6464	19932	10880
958.00	-32768	-21600	-7208
959.00	-9124	20560	21268
960.00	-32768	-20320	-10588
961.00	-19812	14044	17620
962.00	10004	7312	2532
963.00	-32768	-28260	-2828
964.00	1332	22172	17140
965.00	-6616	-18300	-3252
966.00	-32768	-11028	8084
967.00	10704	22560	11276
968.00	-32768	-21768	-10940
969.00	-19784	16068	18028
970.00	3100	4568	-472
971.00	-32768	-22056	464
972.00	1116	16732	19500
973.00	-18332	-14340	-5932
974.00	-32768	-4528	10424
975.00	11968	22896	17820
976.00	-23484	-26184	-9124
977.00	-32768	9480	15016
978.00	7368	19004	6292
979.00	-29636	-21732	-8700
980.00	11700	25992	15072
981.00	-22292	-22932	-9460
982.00	-24064	13372	17372
983.00	876	10712	2676
984.00	-32768	-24560	-5640
985.00	6052	19924	19852
986.00	-7424	-13412	-7696
987.00	-32768	-11196	6252
988.00	6404	22172	12816
989.00	-32156	-18528	-8216
990.00	-10952	19716	18780
991.00	2984	-428	-1664
992.00	-32768	-25080	-4304
993.00	2104	21056	20692
994.00	-6796	-21292	-5744
995.00	-32768	-6892	9684
996.00	612	19176	16804
997.00	-13096	-15708	-6468
998.00	-32768	-3720	10812
999.00	-1024	-6312	-3996
1000.00	-32768	-15284	4464
0.00	-32768	-21256	-7348
1.00	-22720	-23756	-9212
2.00	-32768	-24472	-1696
3.00	3628	19776	18044
4.00	-25212	-17888	-7896
5.00	-32768	2356	15136
6.00	15144	19480	9788
7.00	-32768	-23832	-8076
8.00	-6744	20724	18780
9.00	-8116	-11256	-3460
10.00	-32768	-18988	5056
11.00	14560	26228	15712
12.00	-27216	-26512	-10388
13.00	-30236	14420	17368
14.00	4660	11708	2688
15.00	-32768	-26204	-3532
16.00	10104	17668	18864
17.00	-16508	-19128	-7352
18.00	-32768	-3316	10380
19.00	3256	18008	3488
20.00	-31524	-19168	-7880
21.00	8292	21124	17776
22.00	-21452	-18328	-9720
23.00	-25296	12164	14640
24.00	4288	18564	9212
25.00	-32768	-18888	-8896
26.00	4612	20816	18352
27.00	-532	-12072	-4684
28.00	-32768	-23280	-528
29.00	4844	23468	16312
30.00	-30892	-23132	-8924
31.00	-15248	15224	17752
32.00	9016	7868	940
33.00	-32768	-26472	-5812
34.00	1004	20772	18524
0.00	-2104	19228	19128
1.00	3372	19444	6592
2.00	-32768	-17524	-7952
3.00	-9280	19260	18312
4.00	4520	-796	-2408
5.00	-32768	-26460	-300
6.00	5536	13672	3028
7.00	-32768	-27860	-5384
8.00	1296	21888	17804
9.00	-5208	-19640	-5412
10.00	-32768	-25280	-2812
11.00	1872	20632	17404
12.00	-21080	-15632	-10708
13.00	-31808	2116	11988
14.00	14020	19480	8076
15.00	-32768	-25328	-7136
16.00	1200	19076	19256
17.00	-18728	-17572	-7056
18.00	-32768	-5528	12252
19.00	16204	20804	13064
20.00	-32768	-19252	-9668
21.00	-15908	17640	17876
22.00	-3016	764	-3748
23.00	-32768	-22720	580
24.00	14568	24380	17280
25.00	-22412	-27780	-9076
26.00	-32768	9108	15476
27.00	-14440	-23672	-6256
28.00	-32768	-6528	10376
29.00	9196	22572	13036
30.00	-28500	-21296	-8284
31.00	-32768	2820	13608
32.00	3924	19128	8272
33.00	-32768	-22844	-4584
34.00	5480	22172	19408
35.00	-8360	-24304	-6888
36.00	-32768	-5120	11380
37.00	4744	21320	13364
38.00	-32768	-18752	-8420
39.00	-2424	18036	18472
40.00	2832	-3728	-4244
41.00	-32768	-22272	1728
42.00	4344	20480	18084
43.00	-24316	-21740	-8844
44.00	-24124	9232	16008
45.00	7940	14052	2080
46.00	-32768	-28548	-5472
47.00	8592	21068	9556
48.00	-32768	-24044	-8324
49.00	-13220	21200	17112
50.00	3512	-2980	-548
51.00	-32768	-21804	2104
52.00	-4948	20756	18392
53.00	-9952	-12152	-6384
54.00	-32768	-13908	5976
55.00	14152	21032	15020
56.00	-32036	-26192	-8968
57.00	-26224	14664	18568
58.00	-7208	-2924	-4944
59.00	-32768	-26184	-1884
60.00	13800	22504	16616
61.00	-26724	-20480	-11328
62.00	-32768	11588	15512
63.00	3676	15924	1416
64.00	-32768	-26604	-4684
65.00	9992	21436	19660
66.00	-10840	-25268	-5780
67.00	-4580	20156	17788
68.00	-4676	-8248	-1856
69.00	-32768	-22140	1432
70.00	6888	22976	18100
71.00	-18184	-21456	-9632
72.00	-28176	10396	13608
73.00	5772	22644	13212
74.00	-32744	-20272	-7896
75.00	-13336	19360	18184
76.00	1944	-10528	-3316
77.00	-32768	-17512	3752
78.00	3204	23696	16668
79.00	-31164	-17040	-10304
80.00	-20260	13136	16080
81.00	9200	11752	44
82.00	-32768	-26588	-4192
83.00	896	22856	18796
84.00	-13504	-20116	-5816
85.00	-32540	-3688	10668
86.00	11484	22372	8056
87.00	-32768	-18480	3604
88.00	9544	22724	15028
89.00	-30412	-28260	-8340
90.00	-29508	12608	16392
91.00	11200	12484	5572
92.00	-32768	-26432	-3804
93.00	9628	19480	15448
94.00	-140	2748	-1988
95.00	-32768	-24200	-60
96.00	12756	22848	17920
97.00	-21736	-27588	-7708
98.00	-32768	6388	14696
99.00	7776	21892	9324
100.00	-32768	-21152	-6612
101.00	1580	18124	18020
102.00	-14560	-21896	-9336
103.00	-32768	-3220	10200
104.00	7412	23696	8300
105.00	-31912	-20612	-7912
106.00	-4632	20796	18872
107.00	-20864	-23192	-8432
108.00	-22884	12932	16032
109.00	656	11248	3688
110.00	-32768	-26236	-4404
111.00	4696	17600	20500
112.00	-7912	-19320	-6204
113.00	-32768	-5984	9136
114.00	6416	19200	12556
115.00	-19780	-25048	-7200
116.00	-26696	7300	14972
117.00	8884	18464	5084
118.00	-32768	-26004	-7232
119.00	708	18428	18796
120.00	-17688	-16556	-7824
121.00	-31224	-568	11484
122.00	13324	18796	7492
123.00	-32768	-24940	-6920
124.00	-11844	21132	18940
125.00	-1604	-8076	-420
126.00	-32768	-20800	3008
127.00	7212	11400	2276
128.00	-32768	-26720	-2032
129.00	4800	20956	18472
130.00	-18976	-22716	-7400
131.00	-32768	-1068	12028
132.00	15400	21724	10916
133.00	-31940	-18004	-8444
134.00	-10268	15944	19000
135.00	-12708	-18548	-6944
136.00	-32768	-25712	-440
137.00	12428	21224	17828
138.00	-17692	-20608	-10592
139.00	-32768	1540	11872
140.00	6960	19976	8376
141.00	-32768	-20836	-7240
142.00	800	20788	18868
143.00	-4396	-12580	-2124
144.00	-32768	-20872	3260
145.00	7420	23948	16144
146.00	-32768	-26488	-1964
147.00	5364	21276	20688
148.00	-10012	-23836	-6604
149.00	-32768	-1984	10940
150.00	5672	23312	9164
151.00	-32768	-20868	-8896
152.00	-6036	18388	20220
153.00	3788	-2820	-2956
154.00	-32768	-20276	1128
155.00	4652	22408	16032
156.00	-28876	-16548	-11616
157.00	-30008	4368	13316
158.00	14596	17976	8272
159.00	-32768	-22552	-7008
160.00	-8212	20308	19352
161.00	-5272	-7020	-3216
162.00	-32768	-15376	4696
163.00	11836	21140	14764
164.00	-32768	-23628	-9724
165.00	6812	21260	16904
166.00	-21532	-24772	-9028
167.00	-31772	13924	18080
168.00	6724	12200	6748
169.00	-32768	-25532	-3148
170.00	6116	16876	17268
171.00	-16820	-17508	-7444
172.00	-32768	-4744	8068
173.00	11604	19424	14432
174.00	-29304	-18752	-8312
175.00	-12544	16580	16752
176.00	-3852	-2856	-1048
177.00	-32768	-24848	-988
178.00	5288	19440	19340
179.00	-5752	-10944	-5888
180.00	-32768	-16132	4400
181.00	7372	21104	13992
182.00	-25852	-18400	-9380
183.00	-18332	14544	17316
184.00	2184	10452	2600
185.00	-32768	-16996	-8524
186.00	-10252	16872	18532
187.00	4496	3692	-3456
188.00	-32768	-25760	-1548
189.00	4372	24768	16632
190.00	-20128	-24600	-7108
191.00	-27432	5728	14508
192.00	10036	19380	4924
193.00	-32768	-26316	-7764
194.00	-228	18776	19264
195.00	-17664	-14640	-7740
196.00	-32180	-996	10828
197.00	13844	18744	9432
198.00	-32768	-22952	-7240
199.00	-32768	7040	15928
200.00	14720	19332	7356
201.00	-32768	-23972	-5996
202.00	-1588	17596	19116
203.00	-12704	-12180	-4680
204.00	-17240	16960	17852
205.00	-1824	2920	-4268
206.00	-32768	-22640	564
207.00	13184	21204	17252
208.00	-21588	-21972	-11060
209.00	-32768	6400	13944
210.00	5464	18688	5744
211.00	-32768	-24464	-5692
212.00	4480	21032	19312
213.00	-8820	-16532	-3908
214.00	-32768	-14828	6732
215.00	6672	20976	9040
216.00	-25476	-16396	-10184
217.00	-784	21204	18956
218.00	-1984	-9892	-2900
219.00	-32768	-20760	2124
220.00	3300	18220	19852
221.00	-4396	-14200	-5252
222.00	-32768	-9924	6596
223.00	4252	-1616	-3332
224.00	-32768	-23264	1324
225.00	3256	21168	17596
226.00	-25864	-17480	-9144
227.00	-25028	9392	15216
228.00	9476	15940	2440
229.00	-32768	-27596	-5936
230.00	-1956	22796	18724
231.00	-21092	-20936	-9688
232.00	-30528	2224	13068
233.00	15480	17308	9240
234.00	-32768	-22084	-7008
235.00	-8464	19480	19544
236.00	-5488	-6628	-3804
237.00	-32768	-16724	4240
238.00	12848	21036	15120
239.00	-30140	-26084	-9068
240.00	-29876	12244	17428
241.00	9820	18588	7736
242.00	-31672	-17488	-10044
243.00	13096	24656	15376
244.00	-28844	-17728	-8884
245.00	-17680	16052	18660
246.00	-3572	1756	1048
247.00	-32768	-25620	1456
248.00	13784	24160	18496
249.00	-16396	-26504	-8848
250.00	-32768	3796	13920
251.00	5136	22576	7436
252.00	-32768	-22300	-5664
253.00	4220	20040	19528
254.00	-5656	-11248	-6544
255.00	-32768	-16684	3996
256.00	7304	20832	13284
257.00	-27896	-19064	-8884
258.00	-18308	14352	17268
259.00	2216	8788	1708
260.00	-32768	-29020	-2868
261.00	3340	20652	18076
262.00	-29156	-19464	-10844
263.00	-20948	12488	16008
264.00	6884	1836	-1792
265.00	-32768	-22452	-1740
266.00	4844	25236	16640
267.00	-25672	-24196	-9400
268.00	-28876	7200	15156
269.00	14364	19512	7060
270.00	-32768	-26840	-7624
271.00	-4900	20444	19512
272.00	-11788	-11144	-6972
273.00	-32768	-10932	6260
274.00	13984	21280	13632
275.00	-32768	-19716	-10216
276.00	-9756	21364	19012
277.00	-5564	-7472	-3656
278.00	-32768	-20352	3488
279.00	12844	24912	14996
280.00	-26688	-22204	-12168
281.00	11200	21044	18292
282.00	-18008	-25708	-7652
283.00	-32768	-21176	1532
284.00	13348	21100	17256
285.00	-18540	-23164	-10192
286.00	-32272	6456	16060
287.00	1492	17124	6124
288.00	-32768	-25372	-3168
289.00	8144	20888	19964
290.00	-5944	-17668	-7288
291.00	-32768	-12740	7524
292.00	6576	23592	11508
293.00	-32768	-17052	-9524
294.00	-12280	15992	18664
295.00	828	-14036	-2556
296.00	-32768	-24828	-2388
297.00	4212	26092	16232
298.00	-16716	-22112	-7900
299.00	-20000	13928	17668
300.00	9608	11100	2420
301.00	-32768	-12348	6568
302.00	7252	21784	14752
303.00	-32768	-25432	-7320
304.00	-31552	-1316	11956
305.00	14716	17628	9724
306.00	-32768	-23540	-6868
307.00	-556	23008	18924
308.00	-3000	-7532	-680
309.00	-32768	-19924	2992
310.00	11476	24192	13856
311.00	-28568	-29224	-8284
312.00	-19772	15964	18616
313.00	144	3736	-2436
314.00	-32768	-25444	-4144
315.00	3868	17052	17340
316.00	-16160	-15724	-6816
317.00	-32768	4520	14156
318.00	7256	17328	8580
319.00	-28356	-17680	-8728
320.00	13220	23032	16832
321.00	-22512	-19168	-10612
322.00	-17168	18052	16692
323.00	-2832	3352	1148
324.00	-32768	-25876	-1708
325.00	-16268	14608	17060
326.00	-584	5788	540
327.00	-32768	-26564	-1676
328.00	5192	17236	19768
329.00	-12628	-18156	-8680
330.00	-32768	224	10292
331.00	4756	19204	8060
332.00	-32768	-22512	-7540
333.00	-2212	21352	20052
334.00	3668	-10564	-2004
335.00	-32768	-20192	2252
336.00	3012	24348	15452
337.00	-29616	-19580	-11616
338.00	-22312	11580	16152
339.00	12116	14620	3608
340.00	-32768	-25204	-7260
341.00	-20212	15416	20360
342.00	10528	5884	2460
343.00	-32768	-25748	-1908
344.00	3160	20192	17816
345.00	-23620	-19360	-8092
346.00	-32768	-20096	2924
347.00	12100	23532	14200
348.00	-27932	-29152	-7936
349.00	-32768	11320	16304
350.00	8832	14156	7412
351.00	-32768	-25432	-4316
352.00	4272	16780	17108
353.00	-15476	-15924	-6656
354.00	-32768	-6776	6580
355.00	13088	21428	14000
356.00	-27988	-18184	-8804
357.00	1892	20452	18564
358.00	-3252	1116	-48
359.00	-31936	8964	15948
360.00	1568	17512	4604
361.00	-32768	-26016	-3332
362.00	9380	23172	20172
363.00	-5916	-22012	-7280
364.00	-32768	-11872	7700
365.00	5616	25132	10944
366.00	-32088	-20124	-9216
367.00	-32768	232	10400
368.00	5688	19056	8088
369.00	-32768	-23224	-7456
370.00	-3776	21076	20448
371.00	3800	-10956	-1716
372.00	-32768	-20168	2068
373.00	3280	23600	14872
374.00	-31316	-19944	-11520
375.00	-22644	11236	16076
376.00	13376	14240	3680
377.00	-32768	-25892	-4480
378.00	14768	18152	8524
379.00	-32768	-21452	-7572
380.00	-9744	19620	18752
381.00	-3372	-4272	-2744
382.00	-32768	-16596	3456
383.00	10716	21096	15004
384.00	-31092	-25704	-9312
385.00	-29632	11840	15348
386.00	8412	13928	4916
387.00	-32768	-25004	-3620
388.00	-20528	14736	17832
389.00	-2092	5948	-2936
390.00	-32768	-25836	-800
391.00	13516	23440	18508
392.00	-19736	-27904	-9604
393.00	-32768	4300	13616
394.00	7360	21268	6072
395.00	-32768	-24000	-6420
396.00	3616	19368	19384
397.00	-8052	-13936	-4356
398.00	-14332	16724	17080
399.00	-600	4836	-60
400.00	-32768	-24872	-1980
401.00	5792	19628	19268
402.00	-15316	-17508	-8500
403.00	-32768	3056	11380
404.00	5472	18764	8888
405.00	-32768	-22736	-8452
406.00	416	21924	19336
407.00	2180	-13952	-2004
408.00	-32768	-18344	3520
409.00	1196	18416	16372
410.00	-12248	-14776	-6072
411.00	-32768	-3508	9680
412.00	9872	16880	12880
413.00	-32768	-21780	-7740
414.00	-14380	18844	17568
415.00	4908	-2524	-284
416.00	-32768	-23800	1028
417.00	12044	15316	2468
418.00	-32768	-27964	-4864
419.00	1232	22164	19428
420.00	-15808	-21008	-7100
421.00	-32768	-6996	11880
422.00	15412	22972	12892
423.00	-32768	-19772	-11252
424.00	-16976	16956	17724
425.00	-1936	2752	-4368
426.00	-32768	-22412	480
427.00	13176	20964	17444
428.00	-22792	-22296	-10904
429.00	-32768	6728	14296
430.00	10236	23892	14236
431.00	-23852	-18344	-10708
432.00	-24948	12488	16500
433.00	780	13456	2800
434.00	-32768	-24664	-3460
435.00	10600	21576	18140
436.00	-9168	-21932	-7856
437.00	3920	21044	19060
438.00	-1876	-11544	-6232
439.00	-32768	-16496	3760
440.00	6688	23924	13808
441.00	-25748	-23828	-8232
442.00	-18136	13656	17704
443.00	4432	9324	2372
444.00	-32768	-26832	-3776
445.00	2224	19528	16384
446.00	-14244	-17036	-7184
447.00	-32360	-2836	11016
448.00	9368	17600	12732
449.00	-32768	-20296	-7380
450.00	-12240	18884	18592
451.00	14044	18936	6844
452.00	-32768	-26416	-7020
453.00	-5476	19512	20036
454.00	-11156	-11584	-6128
455.00	-32768	-10876	6492
456.00	1172	2348	456
457.00	-32768	-26364	-4168
458.00	2104	18916	19520
459.00	-16876	-18720	-5468
460.00	-32768	-7136	11020
461.00	15704	22460	13124
462.00	-31996	-17580	-9920
463.00	-16248	16288	18612
464.00	-8716	-18136	-4248
465.00	-32768	-14104	4672
466.00	13296	26680	14212
467.00	-22864	-22540	-10004
468.00	-23548	13468	17792
469.00	-652	9780	3488
470.00	-32768	-25636	-1432
471.00	11464	19316	18360
472.00	-3848	-7392	-872
473.00	-32768	-26232	-4768
474.00	8812	21832	18708
475.00	-32768	-20736	-6660
476.00	2784	21772	18704
477.00	752	-14568	-3020
478.00	-32768	-19332	4192
479.00	4952	26852	15304
480.00	-27900	-23688	-8896
481.00	-18840	14140	17756
482.00	8868	10780	1800
483.00	-32768	-27756	-3520
484.00	712	18944	17956
485.00	-15092	-14600	-6328
486.00	-32144	-1124	10632
487.00	11740	18364	9888
488.00	-32768	-22100	-7896
489.00	-13216	21240	17096
490.00	1772	-4128	-360
491.00	-32768	-21808	2168
492.00	7356	23136	16020
493.00	-12760	-10236	-6644
494.00	-32768	-13088	6824
495.00	-656	3408	-3092
496.00	-32768	-25408	-3832
497.00	11864	19652	17084
498.00	-23660	-22292	-10068
499.00	-32768	6592	14948
500.00	5808	18368	7564
501.00	-32768	-23696	-4960
502.00	3392	20396	18120
503.00	-9236	-16368	-4744
504.00	-32768	-13988	5436
505.00	9080	23524	14884
506.00	-23984	-16596	-11116
507.00	-21240	13752	15676
508.00	-336	11644	-364
509.00	-32768	-24660	-4228
510.00	9272	22216	17924
511.00	-9268	-21188	-7640
512.00	-32768	-1148	11132
513.00	3236	23924	9900
514.00	-32768	-22428	-7188
515.00	-1468	21620	20168
516.00	2352	-12092	-2760
517.00	-32768	-17824	3392
518.00	3644	24464	14672
519.00	-30744	-17516	-12416
520.00	-19896	12292	16172
521.00	11432	14048	2140
522.00	-32768	-26216	-3892
523.00	-664	21824	19172
524.00	-15076	-16884	-8240
525.00	-32768	-2376	10392
526.00	13184	22292	8324
527.00	-32768	-24560	-8200
528.00	-15244	21576	19132
529.00	-12860	-12484	-7964
530.00	-32768	-8920	7460
531.00	15264	20996	14552
532.00	-32768	-19188	-10172
533.00	11248	20548	15628
534.00	-27216	-21056	-9940
535.00	-32768	-24048	72
536.00	14236	23812	17764
537.00	-20412	-27132	-9756
538.00	-32768	7516	14416
539.00	5608	21284	5844
540.00	-32768	-23560	-5664
541.00	5040	19676	19224
542.00	-8656	-15684	-4440
543.00	-32768	-12428	6396
544.00	8068	21884	16532
545.00	-25060	-15756	-9736
546.00	-19200	14316	15704
547.00	-636	8432	296
548.00	-32768	-26336	-2756
549.00	6516	21344	20284
550.00	-9884	-22936	-6628
551.00	-32768	-2028	10696
552.00	4828	23860	9048
553.00	-32768	-17608	4236
554.00	4456	24944	15504
555.00	-30516	-24008	-9944
556.00	-32680	-2684	10460
557.00	9164	17740	12800
558.00	-32768	-20276	-6960
559.00	-12908	19768	18264
560.00	4584	-2948	-1076
561.00	-32768	-22412	1416
562.00	5956	22852	17708
563.00	-28284	-24304	-7584
564.00	-31980	9332	16884
565.00	14144	19680	6720
566.00	-32768	-25304	-5900
567.00	-720	18928	19428
568.00	-14640	-12380	-5460
569.00	-32768	-10788	9288
570.00	16344	22196	14224
571.00	-30772	-21060	-10512
572.00	13412	20604	17496
573.00	-24348	-22612	-10608
574.00	-32768	7572	15256
575.00	4872	16696	4352
576.00	-32768	-25680	-4656
577.00	-22772	12956	17524
578.00	-1312	11068	2020
579.00	-32768	-24872	-2256
580.00	11544	21316	18188
581.00	-10928	-21324	-8904
582.00	-32768	-1696	12016
583.00	3848	23528	9420
584.00	-32768	-22132	-6368
585.00	336	22728	19584
586.00	1040	-10160	-4496
587.00	-32768	-20236	2824
588.00	4292	24748	13300
589.00	-26320	-17844	-9496
590.00	-22460	12536	16452
591.00	-12928	-18936	-7232
592.00	-32220	572	11840
593.00	7220	17452	11712
594.00	-32768	-22028	-6760
595.00	-9404	18844	18732
596.00	2840	-6332	-2596
597.00	-32768	-19956	2440
598.00	3776	18860	17848
599.00	-23516	-17100	-9644
600.00	-32768	1832	14336
601.00	15104	18420	8876
602.00	-32768	-25108	-7956
603.00	-7392	21560	18832
604.00	-7044	-11956	-5188
605.00	-32768	-3904	12680
606.00	16168	21248	12344
607.00	-32768	-19132	-8664
608.00	-13736	15900	18844
609.00	-6128	-1748	-1728
610.00	-32768	-24020	2552
611.00	1684	14712	280
612.00	-32768	-25456	-4100
613.00	11508	22512	18444
614.00	-12768	-23116	-7700
615.00	-32768	-5604	10280
616.00	4052	21032	6556
617.00	-32768	-23332	-4632
618.00	-19348	14024	15868
619.00	-132	10292	756
620.00	-32768	-28060	-2692
621.00	5672	21536	20572
622.00	-8596	-23400	-7224
623.00	-32768	-1912	10356
624.00	3372	14332	4420
625.00	-32768	-17988	-9664
626.00	1196	19944	19856
627.00	-5188	-16772	-5472
628.00	-32768	-9152	7728
629.00	6860	23192	12392
630.00	-32768	-21280	-72
631.00	5676	25072	16452
632.00	-27492	-26052	-9332
633.00	-26788	9788	17244
634.00	13412	15048	6656
635.00	-32768	-27368	-6104
636.00	-2756	19128	18964
637.00	-14268	-15772	-7684
638.00	-32768	-7400	8444
639.00	11168	22988	13768
640.00	-30488	-22620	-10812
641.00	-31032	12496	17100
642.00	6440	13484	5216
643.00	-32768	-24716	-3364
644.00	14680	23652	17680
645.00	-22732	-28124	-9288
646.00	-32768	9032	16224
647.00	5720	18280	6336
648.00	-32768	-24452	-4820
649.00	5752	18460	19236
650.00	-27856	-21328	-8356
651.00	-10540	17792	17144
652.00	-3992	-396	-2064
653.00	-32768	-22976	-776
654.00	8492	21556	17332
655.00	-16916	-17620	-9280
656.00	-32516	7100	12920
657.00	-1332	6524	1628
658.00	-32768	-23896	-7312
659.00	-1792	18908	18508
660.00	2176	-3884	-4660
661.00	-32768	-20764	2184
662.00	4984	21776	17612
663.00	-24968	-19972	-9372
664.00	-22144	10468	16228
665.00	8044	2812	708
666.00	-32768	-28544	-5308
667.00	-648	21704	18368
668.00	-11264	-16640	-5004
669.00	-11276	20792	17080
670.00	-12556	-14744	-5444
671.00	-32768	-6368	8808
672.00	13392	18840	12052
673.00	-32768	-19116	-8848
674.00	-20108	16408	17644
675.00	1620	1644	1336
676.00	-32768	-24340	248
677.00	9116	22372	16324
678.00	-23652	-27272	-7720
679.00	-32768	5164	12384
680.00	14632	22744	10728
681.00	-29776	-22548	-8648
682.00	-13204	17708	19032
683.00	-6028	-4692	864
684.00	-32768	-24396	2980
685.00	13156	23616	15996
686.00	-19664	-22204	-11000
687.00	-19512	14356	16284
688.00	-3464	4016	252
689.00	-32768	-5044	9780
690.00	7624	22052	9700
691.00	-32768	-17060	-8388
692.00	8092	22964	19724
693.00	-2696	-19704	-6112
694.00	-32768	-14364	6604
695.00	5068	27228	12160
696.00	-31124	-22028	-9308
697.00	-13320	17148	18416
698.00	5484	5488	-1656
699.00	-32768	-25264	-2244
700.00	1236	21020	17608
701.00	-8016	-16488	-5696
702.00	-32768	-7744	9636
703.00	7732	20444	13132
704.00	-32768	-18188	-8808
705.00	-16740	16612	18804
706.00	6656	4584	-2280
707.00	-32768	-22472	-776
708.00	13476	13496	4772
709.00	-32768	-25408	-6288
710.00	-28	21256	17640
711.00	-14664	-18432	-7460
712.00	-32768	-9508	9248
713.00	15340	22580	12600
714.00	-32768	-25288	-10260
715.00	-3404	17048	20068
716.00	-12028	-10088	-3912
