x	AcX	AcY	AcZ
27.00	-8260	31016	15272
28.00	-32768	-32768	1004
29.00	-19220	19324	-1476
30.00	5180	2908	-5088
31.00	-32768	-27592	-5736
32.00	30004	22880	18404
33.00	-32768	-5240	-14792
34.00	-12788	22932	24152
35.00	1872	-12180	220
36.00	-30488	19816	10368
37.00	31212	8040	6372
38.00	-32768	-21292	400
39.00	10400	28656	24528
40.00	-15564	-32768	-2096
41.00	-11072	23408	23208
42.00	28856	7732	7420
43.00	-32768	-23256	9408
44.00	17264	20004	14892
45.00	-32768	-26344	-3652
46.00	3836	26888	20412
47.00	1440	-6356	-4264
48.00	-32768	-9020	7536
49.00	17320	8400	16232
50.00	-32768	-10416	-5848
51.00	424	18084	15440
52.00	-31344	-32768	-14180
53.00	-16516	10428	15336
54.00	23916	13592	3080
55.00	-32768	-23468	7040
56.00	20348	19272	15624
57.00	-32768	-27984	-24076
58.00	-29048	20064	9652
59.00	-10388	-9536	-4972
60.00	-32768	2516	-2708
61.00	2284	16680	-1804
62.00	-32768	-17904	-9896
63.00	3912	24568	13200
64.00	-32768	-32768	-13088
65.00	-29848	17216	20936
66.00	32436	4156	2624
67.00	-32768	-21872	-5696
68.00	9408	29064	1004
69.00	-32768	-23316	-5780
70.00	32767	6448	32767
71.00	22144	-18928	-12120
72.00	-32768	-2560	10740
73.00	-8092	2856	-12848
74.00	-32768	-18604	5200
75.00	-32768	30892	19960
76.00	-32768	-13224	-5128
77.00	-12968	27288	12028
78.00	32767	7600	1664
79.00	-32768	-14356	-1360
80.00	-12348	32767	25380
81.00	-32768	-10100	1260
82.00	-21704	12864	21488
83.00	-3420	3152	11808
84.00	-32768	-28588	8616
85.00	-704	29872	24628
86.00	-32768	-15000	5848
87.00	-4000	21672	24892
88.00	-25980	-676	-1400
89.00	-32768	-13816	14936
90.00	14808	10436	1132
91.00	-32768	-32768	-56
92.00	3428	29364	17516
93.00	-21544	-32768	1908
94.00	-21264	32767	32767
95.00	4272	-6756	9852
96.00	-19112	-8528	9908
97.00	-24596	15280	16084
98.00	-3844	-32600	-2672
99.00	-22808	84	5568
100.00	32767	9452	7024
101.00	-32768	1724	-6260
102.00	7920	18128	19112
103.00	-17736	-28136	-2400
104.00	-32768	10708	13816
105.00	29364	14432	6052
106.00	-32768	-32768	-596
107.00	8004	23992	9160
108.00	-32768	-29116	-10316
109.00	3052	24132	7764
110.00	-6616	15520	1904
111.00	-32768	-19492	-4196
112.00	-13568	21884	17552
113.00	-32768	-30796	-12412
114.00	14228	32044	10468
115.00	-32768	-22792	-3520
116.00	-1732	27344	17832
117.00	-16724	-6252	-2228
118.00	-21264	3848	20796
119.00	-616	24152	19776
120.00	-32768	-11080	-2000
121.00	-25932	9328	7788
122.00	3588	536	3768
123.00	-32768	-32768	-5184
124.00	4276	25640	11184
125.00	-32768	-27628	-20532
126.00	-28456	30272	17380
127.00	-22116	-10884	-10252
128.00	-32768	-24828	-12028
129.00	2616	22356	2400
130.00	-29100	-22752	0
131.00	20012	22728	22852
132.00	-18004	-25280	-16124
133.00	-84	7928	13856
134.00	-32768	-9584	-15188
135.00	-32768	68	5108
136.00	25008	7064	1208
137.00	-32768	-24056	-6944
138.00	5016	27988	14380
139.00	-22624	-17056	-4072
140.00	-26980	-10888	-1260
141.00	26328	16652	9080
142.00	-32768	-24108	-15160
143.00	-14420	30552	21760
144.00	-5432	-20960	4528
145.00	-30272	-13784	5504
146.00	21140	20088	9944
147.00	-32768	-20760	-8996
148.00	2920	26372	28396
149.00	-13448	-17424	-10292
150.00	-32768	6556	4384
151.00	4916	21040	5732
152.00	-32768	3764	22668
153.00	32128	18056	14352
154.00	-32768	-19708	-13456
155.00	-15272	32767	10800
156.00	-32768	-26708	-6196
157.00	1852	11512	16096
158.00	24384	20216	-10800
159.00	-32768	-15716	-1748
160.00	9108	15332	20272
161.00	-28520	-25128	-8032
162.00	-32400	2224	17856
163.00	26440	19696	2212
164.00	-32768	-27868	-7612
165.00	-3128	27672	21012
166.00	-32768	-24780	-10880
167.00	-13520	21892	15228
168.00	6504	1872	-2412
169.00	-32768	-13440	5876
170.00	25908	23180	11652
171.00	-32768	-22184	-8588
172.00	18564	25004	12648
173.00	-32768	-22744	-7672
174.00	3088	26316	18692
175.00	-24420	-30308	-7224
176.00	-31944	9140	12956
177.00	20860	8952	1444
178.00	-32768	-27988	-1556
179.00	8652	28760	18632
180.00	-32768	-22524	-10968
181.00	-4268	16632	20448
182.00	-7672	-15624	-6360
183.00	-32768	-26840	-5932
184.00	244	23324	21044
185.00	-31720	-25136	-9100
186.00	-7292	19744	19384
187.00	26364	3792	-792
188.00	-32768	-22712	728
189.00	9768	19636	14092
190.00	-32768	-21988	-7208
191.00	336	26720	17340
192.00	-32768	-31628	-6636
193.00	-9376	29020	16800
194.00	-17400	-27136	-1988
195.00	-31980	3860	9536
196.00	21624	23680	4316
197.00	-32768	-21868	-9496
198.00	-312	27940	19236
199.00	-32768	-27372	-11120
200.00	-23040	32156	19504
201.00	-4788	-3056	-4276
202.00	-32768	-18956	472
203.00	17392	21472	14288
204.00	-2696	-14020	-10156
205.00	-32768	16688	15084
206.00	13832	29508	12720
207.00	-32768	-30328	-272
208.00	1372	20052	10748
209.00	-32768	-21176	-10224
210.00	516	18776	18284
211.00	-32768	-21868	-7052
212.00	-3212	32767	20148
213.00	-13584	-20632	-3080
214.00	-32768	-8052	7724
215.00	1888	17532	15180
216.00	-32768	-22724	-4496
217.00	848	23960	21624
218.00	-21892	-22024	-3744
219.00	-31884	176	16384
220.00	22276	16016	7432
221.00	-32768	-31804	2264
222.00	596	29804	12000
223.00	-28296	-28452	-3144
224.00	-23900	12336	21488
225.00	13160	14980	-4020
226.00	-32768	-17980	-15044
227.00	-6992	10408	9396
228.00	-20464	-25012	-20
229.00	-32768	14052	21208
230.00	-24836	-32768	3392
231.00	-32768	8908	12672
232.00	32767	17948	6316
233.00	-32768	-28364	-6256
234.00	-7344	32767	32520
235.00	-14052	-32316	-13652
236.00	-32768	-1988	9376
237.00	12472	17928	24588
238.00	-32768	-24472	6400
239.00	7504	24792	20428
240.00	-32768	-32768	-2332
241.00	-32768	9244	24852
242.00	25920	25496	9248
243.00	-32768	-6660	-1524
244.00	-536	16620	15328
245.00	12388	-32768	23748
246.00	-23472	-9344	18536
247.00	-2856	16348	22940
248.00	-32768	-29328	4464
249.00	11104	29668	28984
250.00	4700	-8312	8732
251.00	-32768	-2540	-3088
252.00	-656	23768	9272
253.00	-32768	-32768	2604
254.00	-15976	18996	26240
255.00	31608	-240	-3308
256.00	-32768	-28928	-18472
257.00	-660	23160	9904
258.00	-32768	-11268	-2552
259.00	-7528	12772	30208
260.00	26176	-5608	-4092
261.00	-32768	-23172	-3916
262.00	-6764	18940	31716
263.00	-32768	-29092	-12656
264.00	-10900	25768	9588
265.00	1972	2772	-2116
266.00	-32768	-19892	4272
267.00	-2180	18408	7736
268.00	-32768	-31572	-19228
269.00	-16176	-24556	-5848
270.00	10548	24804	5588
271.00	-32768	-23924	-10672
272.00	-32768	10412	6176
273.00	10568	15720	-6980
274.00	-32768	-10244	-9812
275.00	2396	26212	16616
276.00	-31224	-20052	-4436
277.00	-24904	6976	9120
278.00	14848	20288	1628
279.00	-32768	-25200	2284
280.00	3612	32124	12016
281.00	-21916	-19392	-11940
282.00	-10616	-7268	13388
283.00	32767	17032	3216
284.00	-32768	-28856	-9248
285.00	18584	12920	26732
286.00	-12688	-25444	-8696
287.00	-19188	13492	11296
288.00	-24364	-32768	-3872
289.00	-18460	15496	18696
290.00	6152	23572	16132
291.00	-30020	-22100	-1784
292.00	-5636	12708	29672
293.00	32767	5856	3756
294.00	-4380	-32768	8788
295.00	-5384	24692	12768
296.00	-28652	-26204	-412
297.00	-11908	7052	32767
298.00	32767	3768	25928
299.00	-32768	-31212	-3112
300.00	6580	15344	6804
301.00	-32768	-23108	1616
302.00	-32768	-692	3568
303.00	19304	26648	5396
304.00	-32768	-19640	-8620
305.00	2028	23516	11848
306.00	-1488	-32768	768
307.00	10004	8268	22680
308.00	21808	1024	-2384
309.00	-32768	-25188	-4500
310.00	-13712	32767	22668
311.00	-32768	-29148	-8220
312.00	-32768	-26492	-6880
313.00	-32768	-228	9368
314.00	27836	21784	30384
315.00	-32768	-19376	-6192
316.00	-26464	32767	29264
317.00	6168	-180	-624
318.00	-32768	-12456	9452
319.00	7968	26112	15952
320.00	-32768	-6764	-11044
321.00	-24116	10264	9960
322.00	32767	16360	5096
323.00	-27516	-25320	-996
324.00	-3652	32767	18520
325.00	-32768	-31136	-14804
326.00	-32768	10576	11152
327.00	-15768	-32768	4860
328.00	-18816	16308	17848
329.00	32767	28728	5068
330.00	-32768	-27760	-3196
331.00	4736	27516	32767
332.00	-6284	-20480	224
333.00	-32768	-23600	3764
334.00	5908	32767	24152
335.00	-17816	-26312	6612
336.00	-32768	-17148	10360
337.00	9464	13016	10404
338.00	-32768	-5496	-8684
339.00	-23444	22644	14420
340.00	5872	-31844	-1200
341.00	-23288	5420	-3720
342.00	-13368	30996	4432
343.00	-32768	-24960	-12628
344.00	-16644	32767	21896
345.00	6284	-8588	2272
346.00	-25648	10648	14388
347.00	32767	7816	-5984
348.00	-32768	-29620	-7616
349.00	18836	19336	32632
350.00	-16640	-9960	-22144
351.00	-18212	15896	1696
352.00	8364	17368	-956
353.00	-32768	-24692	5760
354.00	5952	30512	30576
355.00	32767	14840	-10180
356.00	-32768	-22580	-1300
357.00	-2480	32767	18796
358.00	-32768	-26388	-15020
359.00	-32768	29120	20496
360.00	25196	8192	-3380
361.00	-32768	-22916	5784
362.00	-6060	32767	21148
363.00	-32768	-30916	-14928
364.00	-22396	13768	16592
365.00	-1248	-4868	-10672
366.00	-8128	4324	18080
367.00	8936	240	17948
368.00	-32768	-26352	-4352
369.00	-3432	32767	25036
370.00	-19472	-28660	-7380
371.00	-23436	11404	15408
372.00	32767	20676	7804
373.00	-32768	-24060	-2004
374.00	-588	11876	27716
375.00	-7488	-22220	6700
376.00	-32768	-25588	-13124
377.00	-15300	32767	25388
378.00	-32768	-30500	3908
379.00	-29280	31900	24092
380.00	19600	17652	-5440
381.00	-32768	-24852	-11176
382.00	17456	21084	22948
383.00	5916	-16336	-16008
384.00	13008	25356	32767
385.00	2044	-21604	-9576
386.00	-32768	-8072	5092
387.00	32767	31472	-5752
388.00	-32768	7236	12164
389.00	13540	8312	32767
390.00	-15800	-25624	-2800
391.00	-11796	5980	3104
392.00	21568	32767	-2064
393.00	-32768	-12788	-3068
394.00	24448	17752	25028
395.00	-22924	-22884	748
396.00	-31560	6076	8684
397.00	1152	18792	8852
398.00	-32768	-6536	-5432
399.00	-19652	10628	11132
400.00	2756	12332	-22004
401.00	-32768	-24300	-10132
402.00	-17064	16068	18504
403.00	-32768	-8344	-1256
404.00	8452	21136	25492
405.00	-25436	-32768	-3944
406.00	-12656	-5480	5420
407.00	32767	2644	21472
408.00	-32768	6192	-280
409.00	-32768	-24576	-3264
410.00	-32768	-32768	-2116
411.00	-32768	32767	6944
412.00	16588	13500	-9372
413.00	-32768	-22388	7312
414.00	-4064	21304	24980
415.00	-32768	-15924	-25968
416.00	-32768	-5912	5416
417.00	-7060	4816	7460
418.00	-32768	-17008	7244
419.00	-10812	14568	16752
420.00	9864	-24544	-4504
421.00	-32768	-11440	336
422.00	10200	19760	8184
423.00	-32768	-9416	7752
424.00	-2724	25228	19820
425.00	-32768	-21892	-7156
426.00	-9964	23788	16816
427.00	-20112	-16280	-6568
428.00	-32768	-1692	13384
429.00	19288	22724	4576
430.00	-32768	-19940	-5704
431.00	-3620	28452	18416
432.00	-32768	-30908	-3976
433.00	-32768	15908	11884
434.00	16184	-12	972
435.00	-32768	-29416	5372
436.00	22168	26624	6800
437.00	-32768	-32768	-5444
438.00	-32768	9524	9280
439.00	16412	11940	-312
440.00	-31844	-16844	-8772
441.00	2812	18840	25704
442.00	5740	-30592	3664
443.00	-19960	21876	15544
444.00	-10088	-25980	-15208
445.00	-32768	-2484	2248
446.00	32767	8892	13720
447.00	-32768	-32128	-13796
448.00	-32768	32767	7792
449.00	-30796	-26620	2280
450.00	-32768	-26232	2192
451.00	28064	24512	6604
452.00	-32768	-13448	-9236
453.00	-3244	11324	23752
454.00	4796	-12980	-17400
455.00	-27448	-5856	-2928
456.00	2264	25656	-12536
457.00	-32768	-32768	2116
458.00	22512	32767	14856
459.00	8484	-13860	-6972
460.00	-16140	-5984	1384
461.00	32767	-4328	21872
462.00	-32768	-32768	-11372
463.00	-5932	32767	5040
464.00	-17952	-9620	-6632
465.00	-4884	32767	96
466.00	28360	11704	-6036
467.00	-32768	-24996	1252
468.00	-4620	16792	29676
469.00	32767	-32768	10280
470.00	-24988	10668	5336
471.00	-31132	-23676	-6944
472.00	-32768	9460	-17016
473.00	13488	11480	11332
474.00	-32768	-9992	-16908
475.00	-6248	18572	17512
476.00	12308	184	-22828
477.00	-32768	-32768	-1296
478.00	13348	32767	25688
479.00	-32768	-32096	16392
480.00	-1604	16208	15808
481.00	-23400	15668	-21452
482.00	-8436	21920	19336
483.00	26028	32767	-17972
484.00	-32768	-6340	-18440
485.00	10216	19184	32452
486.00	-7608	-10676	-7528
487.00	-19400	23280	-1616
488.00	4240	8984	2796
489.00	-32768	-24980	-4616
490.00	9904	17920	21684
491.00	-25408	-19256	-19672
492.00	-30680	32767	14856
493.00	6412	26488	-26696
494.00	-32768	-32768	-3860
495.00	18312	21500	29772
496.00	-17096	-8560	-10448
497.00	-26268	16420	23048
498.00	17056	-904	2804
499.00	-32768	-3512	11760
500.00	456	14232	26856


